"","district","indicator","value","category","unit","source1","source2"
"1269","Kech","Amount Deposited In Accounts",171.552,"Category 1","(million Rs)","indicator: Amount (million Rs.) deposited in accounts","Category: Ehsaas Emergency Cash Transfer Program Category I (PMT 0-16.17), using PMT score"
"1270","Kech","No Of Beneficiaries Paid",12887,"Category 1","","indicator: Number of beneficiaries paid","Category: Ehsaas Emergency Cash Transfer Program Category I (PMT 0-16.17), using PMT score"
"1271","Kech","Amount Withdrawn",157.7785,"Category 1","(million Rs)","indicator: Amount (million Rs.) withdrawn from accounts","Category: Ehsaas Emergency Cash Transfer Program Category I (PMT 0-16.17), using PMT score"
"1272","Kech","Share Of Actual To Eligible Beneficiaries",90.1440962506995,"Category 1","(%)","indicator: Share Of Actual To Eligible Beneficiaries","Category: Ehsaas Emergency Cash Transfer Program Category I (PMT 0-16.17), using PMT score"
"1273","Kech","Eligible Beneficiaries Relative To District Population",7.97632053568673,"Category 1","(%)","indicator: Eligible Beneficiaries Relative To District Population - adj for family size as per BISP/PASS criterion and population growth","Category: Ehsaas Emergency Cash Transfer Program Category I (PMT 0-16.17), using PMT score"
"1274","Kech","Actual Beneficiaries Relative To District Population",7.19018206095375,"Category 1","(%)","indicator: Actual Beneficiaries Relative To District Population - adj for family size as per BISP/PASS criterion and population growth","Category: Ehsaas Emergency Cash Transfer Program Category I (PMT 0-16.17), using PMT score"
"1275","Khairpur","No Of Eligible Beneficiaries",143271,"Category 1","","indicator: Number of beneficiaries eligible for cash support","Category: Ehsaas Emergency Cash Transfer Program Category I (PMT 0-16.17), using PMT score"
"1276","Khairpur","Amount Deposited In Accounts",1719.252,"Category 1","(million Rs)","indicator: Amount (million Rs.) deposited in accounts","Category: Ehsaas Emergency Cash Transfer Program Category I (PMT 0-16.17), using PMT score"
"1277","Khairpur","No Of Beneficiaries Paid",136475,"Category 1","","indicator: Number of beneficiaries paid","Category: Ehsaas Emergency Cash Transfer Program Category I (PMT 0-16.17), using PMT score"
"1278","Khairpur","Amount Withdrawn",1649.6095,"Category 1","(million Rs)","indicator: Amount (million Rs.) withdrawn from accounts","Category: Ehsaas Emergency Cash Transfer Program Category I (PMT 0-16.17), using PMT score"
"1279","Khairpur","Share Of Actual To Eligible Beneficiaries",95.25654179841,"Category 1","(%)","indicator: Share Of Actual To Eligible Beneficiaries","Category: Ehsaas Emergency Cash Transfer Program Category I (PMT 0-16.17), using PMT score"
"1280","Khairpur","Eligible Beneficiaries Relative To District Population",26.7137035436473,"Category 1","(%)","indicator: Eligible Beneficiaries Relative To District Population - adj for family size as per BISP/PASS criterion and population growth","Category: Ehsaas Emergency Cash Transfer Program Category I (PMT 0-16.17), using PMT score"
"1281","Khairpur","Actual Beneficiaries Relative To District Population",25.4465501819577,"Category 1","(%)","indicator: Actual Beneficiaries Relative To District Population - adj for family size as per BISP/PASS criterion and population growth","Category: Ehsaas Emergency Cash Transfer Program Category I (PMT 0-16.17), using PMT score"
"1282","Khanewal","No Of Eligible Beneficiaries",44588,"Category 1","","indicator: Number of beneficiaries eligible for cash support","Category: Ehsaas Emergency Cash Transfer Program Category I (PMT 0-16.17), using PMT score"
"1283","Khanewal","Amount Deposited In Accounts",535.056,"Category 1","(million Rs)","indicator: Amount (million Rs.) deposited in accounts","Category: Ehsaas Emergency Cash Transfer Program Category I (PMT 0-16.17), using PMT score"
"1284","Khanewal","No Of Beneficiaries Paid",41478,"Category 1","","indicator: Number of beneficiaries paid","Category: Ehsaas Emergency Cash Transfer Program Category I (PMT 0-16.17), using PMT score"
"1285","Khanewal","Amount Withdrawn",508.911,"Category 1","(million Rs)","indicator: Amount (million Rs.) withdrawn from accounts","Category: Ehsaas Emergency Cash Transfer Program Category I (PMT 0-16.17), using PMT score"
"1286","Khanewal","Share Of Actual To Eligible Beneficiaries",93.0250291558267,"Category 1","(%)","indicator: Share Of Actual To Eligible Beneficiaries","Category: Ehsaas Emergency Cash Transfer Program Category I (PMT 0-16.17), using PMT score"
"1287","Khanewal","Eligible Beneficiaries Relative To District Population",7.30545919902233,"Category 1","(%)","indicator: Eligible Beneficiaries Relative To District Population - adj for family size as per BISP/PASS criterion and population growth","Category: Ehsaas Emergency Cash Transfer Program Category I (PMT 0-16.17), using PMT score"
"1288","Khanewal","Actual Beneficiaries Relative To District Population",6.79590554985754,"Category 1","(%)","indicator: Actual Beneficiaries Relative To District Population - adj for family size as per BISP/PASS criterion and population growth","Category: Ehsaas Emergency Cash Transfer Program Category I (PMT 0-16.17), using PMT score"
"1289","Kharan","No Of Eligible Beneficiaries",4387,"Category 1","","indicator: Number of beneficiaries eligible for cash support","Category: Ehsaas Emergency Cash Transfer Program Category I (PMT 0-16.17), using PMT score"
"1290","Kharan","Amount Deposited In Accounts",52.644,"Category 1","(million Rs)","indicator: Amount (million Rs.) deposited in accounts","Category: Ehsaas Emergency Cash Transfer Program Category I (PMT 0-16.17), using PMT score"
"1291","Kharan","No Of Beneficiaries Paid",3945,"Category 1","","indicator: Number of beneficiaries paid","Category: Ehsaas Emergency Cash Transfer Program Category I (PMT 0-16.17), using PMT score"
"1292","Kharan","Amount Withdrawn",48.718,"Category 1","(million Rs)","indicator: Amount (million Rs.) withdrawn from accounts","Category: Ehsaas Emergency Cash Transfer Program Category I (PMT 0-16.17), using PMT score"
"1293","Kharan","Share Of Actual To Eligible Beneficiaries",89.9247777524504,"Category 1","(%)","indicator: Share Of Actual To Eligible Beneficiaries","Category: Ehsaas Emergency Cash Transfer Program Category I (PMT 0-16.17), using PMT score"
"1294","Kharan","Eligible Beneficiaries Relative To District Population",13.6007990418946,"Category 1","(%)","indicator: Eligible Beneficiaries Relative To District Population - adj for family size as per BISP/PASS criterion and population growth","Category: Ehsaas Emergency Cash Transfer Program Category I (PMT 0-16.17), using PMT score"
"1295","Kharan","Actual Beneficiaries Relative To District Population",12.2304883109811,"Category 1","(%)","indicator: Actual Beneficiaries Relative To District Population - adj for family size as per BISP/PASS criterion and population growth","Category: Ehsaas Emergency Cash Transfer Program Category I (PMT 0-16.17), using PMT score"
"1296","Khushab","No Of Eligible Beneficiaries",12337,"Category 1","","indicator: Number of beneficiaries eligible for cash support","Category: Ehsaas Emergency Cash Transfer Program Category I (PMT 0-16.17), using PMT score"
"1297","Khushab","Amount Deposited In Accounts",148.044,"Category 1","(million Rs)","indicator: Amount (million Rs.) deposited in accounts","Category: Ehsaas Emergency Cash Transfer Program Category I (PMT 0-16.17), using PMT score"
"1298","Khushab","No Of Beneficiaries Paid",11621,"Category 1","","indicator: Number of beneficiaries paid","Category: Ehsaas Emergency Cash Transfer Program Category I (PMT 0-16.17), using PMT score"
"1299","Khushab","Amount Withdrawn",145.41925,"Category 1","(million Rs)","indicator: Amount (million Rs.) withdrawn from accounts","Category: Ehsaas Emergency Cash Transfer Program Category I (PMT 0-16.17), using PMT score"
"1300","Khushab","Share Of Actual To Eligible Beneficiaries",94.1963200129691,"Category 1","(%)","indicator: Share Of Actual To Eligible Beneficiaries","Category: Ehsaas Emergency Cash Transfer Program Category I (PMT 0-16.17), using PMT score"
"1301","Khushab","Eligible Beneficiaries Relative To District Population",4.4916164894819,"Category 1","(%)","indicator: Eligible Beneficiaries Relative To District Population - adj for family size as per BISP/PASS criterion and population growth","Category: Ehsaas Emergency Cash Transfer Program Category I (PMT 0-16.17), using PMT score"
"1302","Khushab","Actual Beneficiaries Relative To District Population",4.23093744218766,"Category 1","(%)","indicator: Actual Beneficiaries Relative To District Population - adj for family size as per BISP/PASS criterion and population growth","Category: Ehsaas Emergency Cash Transfer Program Category I (PMT 0-16.17), using PMT score"
"1303","Khuzdar","No Of Eligible Beneficiaries",16511,"Category 1","","indicator: Number of beneficiaries eligible for cash support","Category: Ehsaas Emergency Cash Transfer Program Category I (PMT 0-16.17), using PMT score"
"1304","Khuzdar","Amount Deposited In Accounts",198.132,"Category 1","(million Rs)","indicator: Amount (million Rs.) deposited in accounts","Category: Ehsaas Emergency Cash Transfer Program Category I (PMT 0-16.17), using PMT score"
"1305","Khuzdar","No Of Beneficiaries Paid",15019,"Category 1","","indicator: Number of beneficiaries paid","Category: Ehsaas Emergency Cash Transfer Program Category I (PMT 0-16.17), using PMT score"
"1306","Khuzdar","Amount Withdrawn",183.3695,"Category 1","(million Rs)","indicator: Amount (million Rs.) withdrawn from accounts","Category: Ehsaas Emergency Cash Transfer Program Category I (PMT 0-16.17), using PMT score"
"1307","Khuzdar","Share Of Actual To Eligible Beneficiaries",90.9636000242263,"Category 1","(%)","indicator: Share Of Actual To Eligible Beneficiaries","Category: Ehsaas Emergency Cash Transfer Program Category I (PMT 0-16.17), using PMT score"
"1308","Khuzdar","Eligible Beneficiaries Relative To District Population",10.4767159955722,"Category 1","(%)","indicator: Eligible Beneficiaries Relative To District Population - adj for family size as per BISP/PASS criterion and population growth","Category: Ehsaas Emergency Cash Transfer Program Category I (PMT 0-16.17), using PMT score"
"1309","Khuzdar","Actual Beneficiaries Relative To District Population",9.52999803388648,"Category 1","(%)","indicator: Actual Beneficiaries Relative To District Population - adj for family size as per BISP/PASS criterion and population growth","Category: Ehsaas Emergency Cash Transfer Program Category I (PMT 0-16.17), using PMT score"
"1310","Khyber Agency","No Of Eligible Beneficiaries",35362,"Category 1","","indicator: Number of beneficiaries eligible for cash support","Category: Ehsaas Emergency Cash Transfer Program Category I (PMT 0-16.17), using PMT score"
"1311","Khyber Agency","Amount Deposited In Accounts",424.344,"Category 1","(million Rs)","indicator: Amount (million Rs.) deposited in accounts","Category: Ehsaas Emergency Cash Transfer Program Category I (PMT 0-16.17), using PMT score"
"1312","Khyber Agency","No Of Beneficiaries Paid",32895,"Category 1","","indicator: Number of beneficiaries paid","Category: Ehsaas Emergency Cash Transfer Program Category I (PMT 0-16.17), using PMT score"
"1313","Khyber Agency","Amount Withdrawn",408.1615,"Category 1","(million Rs)","indicator: Amount (million Rs.) withdrawn from accounts","Category: Ehsaas Emergency Cash Transfer Program Category I (PMT 0-16.17), using PMT score"
"1314","Khyber Agency","Share Of Actual To Eligible Beneficiaries",93.0235846388779,"Category 1","(%)","indicator: Share Of Actual To Eligible Beneficiaries","Category: Ehsaas Emergency Cash Transfer Program Category I (PMT 0-16.17), using PMT score"
"1315","Khyber Agency","Eligible Beneficiaries Relative To District Population",23.463753420294,"Category 1","(%)","indicator: Eligible Beneficiaries Relative To District Population - adj for family size as per BISP/PASS criterion and population growth","Category: Ehsaas Emergency Cash Transfer Program Category I (PMT 0-16.17), using PMT score"
"1316","Khyber Agency","Actual Beneficiaries Relative To District Population",21.8268245223848,"Category 1","(%)","indicator: Actual Beneficiaries Relative To District Population - adj for family size as per BISP/PASS criterion and population growth","Category: Ehsaas Emergency Cash Transfer Program Category I (PMT 0-16.17), using PMT score"
"1317","Killa Abdullah","No Of Eligible Beneficiaries",8018,"Category 1","","indicator: Number of beneficiaries eligible for cash support","Category: Ehsaas Emergency Cash Transfer Program Category I (PMT 0-16.17), using PMT score"
"1318","Killa Abdullah","Amount Deposited In Accounts",96.216,"Category 1","(million Rs)","indicator: Amount (million Rs.) deposited in accounts","Category: Ehsaas Emergency Cash Transfer Program Category I (PMT 0-16.17), using PMT score"
"1319","Killa Abdullah","No Of Beneficiaries Paid",5458,"Category 1","","indicator: Number of beneficiaries paid","Category: Ehsaas Emergency Cash Transfer Program Category I (PMT 0-16.17), using PMT score"
"1320","Killa Abdullah","Amount Withdrawn",70.7405,"Category 1","(million Rs)","indicator: Amount (million Rs.) withdrawn from accounts","Category: Ehsaas Emergency Cash Transfer Program Category I (PMT 0-16.17), using PMT score"
"1321","Killa Abdullah","Share Of Actual To Eligible Beneficiaries",68.0718383636817,"Category 1","(%)","indicator: Share Of Actual To Eligible Beneficiaries","Category: Ehsaas Emergency Cash Transfer Program Category I (PMT 0-16.17), using PMT score"
"1322","Killa Abdullah","Eligible Beneficiaries Relative To District Population",6.14041361590156,"Category 1","(%)","indicator: Eligible Beneficiaries Relative To District Population - adj for family size as per BISP/PASS criterion and population growth","Category: Ehsaas Emergency Cash Transfer Program Category I (PMT 0-16.17), using PMT score"
"1323","Killa Abdullah","Actual Beneficiaries Relative To District Population",4.17989243147801,"Category 1","(%)","indicator: Actual Beneficiaries Relative To District Population - adj for family size as per BISP/PASS criterion and population growth","Category: Ehsaas Emergency Cash Transfer Program Category I (PMT 0-16.17), using PMT score"
"1324","Killa Saifullah","No Of Eligible Beneficiaries",5665,"Category 1","","indicator: Number of beneficiaries eligible for cash support","Category: Ehsaas Emergency Cash Transfer Program Category I (PMT 0-16.17), using PMT score"
"1325","Killa Saifullah","Amount Deposited In Accounts",67.98,"Category 1","(million Rs)","indicator: Amount (million Rs.) deposited in accounts","Category: Ehsaas Emergency Cash Transfer Program Category I (PMT 0-16.17), using PMT score"
"1326","Killa Saifullah","No Of Beneficiaries Paid",4961,"Category 1","","indicator: Number of beneficiaries paid","Category: Ehsaas Emergency Cash Transfer Program Category I (PMT 0-16.17), using PMT score"
"1327","Killa Saifullah","Amount Withdrawn",61.503,"Category 1","(million Rs)","indicator: Amount (million Rs.) withdrawn from accounts","Category: Ehsaas Emergency Cash Transfer Program Category I (PMT 0-16.17), using PMT score"
"1328","Killa Saifullah","Share Of Actual To Eligible Beneficiaries",87.5728155339806,"Category 1","(%)","indicator: Share Of Actual To Eligible Beneficiaries","Category: Ehsaas Emergency Cash Transfer Program Category I (PMT 0-16.17), using PMT score"
"1329","Killa Saifullah","Eligible Beneficiaries Relative To District Population",8.17070462917224,"Category 1","(%)","indicator: Eligible Beneficiaries Relative To District Population - adj for family size as per BISP/PASS criterion and population growth","Category: Ehsaas Emergency Cash Transfer Program Category I (PMT 0-16.17), using PMT score"
"1330","Killa Saifullah","Actual Beneficiaries Relative To District Population",7.15531609273141,"Category 1","(%)","indicator: Actual Beneficiaries Relative To District Population - adj for family size as per BISP/PASS criterion and population growth","Category: Ehsaas Emergency Cash Transfer Program Category I (PMT 0-16.17), using PMT score"
"1331","Kohat","No Of Eligible Beneficiaries",22142,"Category 1","","indicator: Number of beneficiaries eligible for cash support","Category: Ehsaas Emergency Cash Transfer Program Category I (PMT 0-16.17), using PMT score"
"1332","Kohat","Amount Deposited In Accounts",265.704,"Category 1","(million Rs)","indicator: Amount (million Rs.) deposited in accounts","Category: Ehsaas Emergency Cash Transfer Program Category I (PMT 0-16.17), using PMT score"
"1333","Kohat","No Of Beneficiaries Paid",20487,"Category 1","","indicator: Number of beneficiaries paid","Category: Ehsaas Emergency Cash Transfer Program Category I (PMT 0-16.17), using PMT score"
"1334","Kohat","Amount Withdrawn",254.2235,"Category 1","(million Rs)","indicator: Amount (million Rs.) withdrawn from accounts","Category: Ehsaas Emergency Cash Transfer Program Category I (PMT 0-16.17), using PMT score"
"1335","Kohat","Share Of Actual To Eligible Beneficiaries",92.5255171167916,"Category 1","(%)","indicator: Share Of Actual To Eligible Beneficiaries","Category: Ehsaas Emergency Cash Transfer Program Category I (PMT 0-16.17), using PMT score"
"1336","Kohat","Eligible Beneficiaries Relative To District Population",13.7298217459302,"Category 1","(%)","indicator: Eligible Beneficiaries Relative To District Population - adj for family size as per BISP/PASS criterion and population growth","Category: Ehsaas Emergency Cash Transfer Program Category I (PMT 0-16.17), using PMT score"
"1337","Kohat","Actual Beneficiaries Relative To District Population",12.7035885696356,"Category 1","(%)","indicator: Actual Beneficiaries Relative To District Population - adj for family size as per BISP/PASS criterion and population growth","Category: Ehsaas Emergency Cash Transfer Program Category I (PMT 0-16.17), using PMT score"
"1338","Kohistan","No Of Eligible Beneficiaries",13774,"Category 1","","indicator: Number of beneficiaries eligible for cash support","Category: Ehsaas Emergency Cash Transfer Program Category I (PMT 0-16.17), using PMT score"
"1339","Kohistan","Amount Deposited In Accounts",165.288,"Category 1","(million Rs)","indicator: Amount (million Rs.) deposited in accounts","Category: Ehsaas Emergency Cash Transfer Program Category I (PMT 0-16.17), using PMT score"
"1340","Kohistan","No Of Beneficiaries Paid",12364,"Category 1","","indicator: Number of beneficiaries paid","Category: Ehsaas Emergency Cash Transfer Program Category I (PMT 0-16.17), using PMT score"
"1341","Kohistan","Amount Withdrawn",152.849,"Category 1","(million Rs)","indicator: Amount (million Rs.) withdrawn from accounts","Category: Ehsaas Emergency Cash Transfer Program Category I (PMT 0-16.17), using PMT score"
"1342","Kohistan","Share Of Actual To Eligible Beneficiaries",89.7633222012487,"Category 1","(%)","indicator: Share Of Actual To Eligible Beneficiaries","Category: Ehsaas Emergency Cash Transfer Program Category I (PMT 0-16.17), using PMT score"
"1343","Kohistan","Eligible Beneficiaries Relative To District Population",10.5857843451517,"Category 1","(%)","indicator: Eligible Beneficiaries Relative To District Population - adj for family size as per BISP/PASS criterion and population growth","Category: Ehsaas Emergency Cash Transfer Program Category I (PMT 0-16.17), using PMT score"
"1344","Kohistan","Actual Beneficiaries Relative To District Population",9.50215170926783,"Category 1","(%)","indicator: Actual Beneficiaries Relative To District Population - adj for family size as per BISP/PASS criterion and population growth","Category: Ehsaas Emergency Cash Transfer Program Category I (PMT 0-16.17), using PMT score"
"1345","Kohlu","No Of Eligible Beneficiaries",2117,"Category 1","","indicator: Number of beneficiaries eligible for cash support","Category: Ehsaas Emergency Cash Transfer Program Category I (PMT 0-16.17), using PMT score"
"1346","Kohlu","Amount Deposited In Accounts",25.404,"Category 1","(million Rs)","indicator: Amount (million Rs.) deposited in accounts","Category: Ehsaas Emergency Cash Transfer Program Category I (PMT 0-16.17), using PMT score"
"1347","Kohlu","No Of Beneficiaries Paid",1894,"Category 1","","indicator: Number of beneficiaries paid","Category: Ehsaas Emergency Cash Transfer Program Category I (PMT 0-16.17), using PMT score"
"1348","Kohlu","Amount Withdrawn",23.03925,"Category 1","(million Rs)","indicator: Amount (million Rs.) withdrawn from accounts","Category: Ehsaas Emergency Cash Transfer Program Category I (PMT 0-16.17), using PMT score"
"1349","Kohlu","Share Of Actual To Eligible Beneficiaries",89.466225791214,"Category 1","(%)","indicator: Share Of Actual To Eligible Beneficiaries","Category: Ehsaas Emergency Cash Transfer Program Category I (PMT 0-16.17), using PMT score"
"1350","Kohlu","Eligible Beneficiaries Relative To District Population",6.07438852711936,"Category 1","(%)","indicator: Eligible Beneficiaries Relative To District Population - adj for family size as per BISP/PASS criterion and population growth","Category: Ehsaas Emergency Cash Transfer Program Category I (PMT 0-16.17), using PMT score"
"1351","Kohlu","Actual Beneficiaries Relative To District Population",5.4345261551082,"Category 1","(%)","indicator: Actual Beneficiaries Relative To District Population - adj for family size as per BISP/PASS criterion and population growth","Category: Ehsaas Emergency Cash Transfer Program Category I (PMT 0-16.17), using PMT score"
"1352","Kurram Agency","No Of Eligible Beneficiaries",11202,"Category 1","","indicator: Number of beneficiaries eligible for cash support","Category: Ehsaas Emergency Cash Transfer Program Category I (PMT 0-16.17), using PMT score"
"1353","Kurram Agency","Amount Deposited In Accounts",134.424,"Category 1","(million Rs)","indicator: Amount (million Rs.) deposited in accounts","Category: Ehsaas Emergency Cash Transfer Program Category I (PMT 0-16.17), using PMT score"
"1354","Kurram Agency","No Of Beneficiaries Paid",9914,"Category 1","","indicator: Number of beneficiaries paid","Category: Ehsaas Emergency Cash Transfer Program Category I (PMT 0-16.17), using PMT score"
"1355","Kurram Agency","Amount Withdrawn",123.088,"Category 1","(million Rs)","indicator: Amount (million Rs.) withdrawn from accounts","Category: Ehsaas Emergency Cash Transfer Program Category I (PMT 0-16.17), using PMT score"
"1356","Kurram Agency","Share Of Actual To Eligible Beneficiaries",88.5020532047849,"Category 1","(%)","indicator: Share Of Actual To Eligible Beneficiaries","Category: Ehsaas Emergency Cash Transfer Program Category I (PMT 0-16.17), using PMT score"
"1357","Kurram Agency","Eligible Beneficiaries Relative To District Population",12.336455380826,"Category 1","(%)","indicator: Eligible Beneficiaries Relative To District Population - adj for family size as per BISP/PASS criterion and population growth","Category: Ehsaas Emergency Cash Transfer Program Category I (PMT 0-16.17), using PMT score"
"1358","Kurram Agency","Actual Beneficiaries Relative To District Population",10.9180163047232,"Category 1","(%)","indicator: Actual Beneficiaries Relative To District Population - adj for family size as per BISP/PASS criterion and population growth","Category: Ehsaas Emergency Cash Transfer Program Category I (PMT 0-16.17), using PMT score"
"1359","Lahore","No Of Eligible Beneficiaries",57022,"Category 1","","indicator: Number of beneficiaries eligible for cash support","Category: Ehsaas Emergency Cash Transfer Program Category I (PMT 0-16.17), using PMT score"
"1360","Lahore","Amount Deposited In Accounts",684.264,"Category 1","(million Rs)","indicator: Amount (million Rs.) deposited in accounts","Category: Ehsaas Emergency Cash Transfer Program Category I (PMT 0-16.17), using PMT score"
"1361","Lahore","No Of Beneficiaries Paid",46265,"Category 1","","indicator: Number of beneficiaries paid","Category: Ehsaas Emergency Cash Transfer Program Category I (PMT 0-16.17), using PMT score"
"1362","Lahore","Amount Withdrawn",611.7035,"Category 1","(million Rs)","indicator: Amount (million Rs.) withdrawn from accounts","Category: Ehsaas Emergency Cash Transfer Program Category I (PMT 0-16.17), using PMT score"
"1363","Lahore","Share Of Actual To Eligible Beneficiaries",81.1353512679317,"Category 1","(%)","indicator: Share Of Actual To Eligible Beneficiaries","Category: Ehsaas Emergency Cash Transfer Program Category I (PMT 0-16.17), using PMT score"
"1364","Lahore","Eligible Beneficiaries Relative To District Population",2.45744002883441,"Category 1","(%)","indicator: Eligible Beneficiaries Relative To District Population - adj for family size as per BISP/PASS criterion and population growth","Category: Ehsaas Emergency Cash Transfer Program Category I (PMT 0-16.17), using PMT score"
"1365","Lahore","Actual Beneficiaries Relative To District Population",1.99385259959356,"Category 1","(%)","indicator: Actual Beneficiaries Relative To District Population - adj for family size as per BISP/PASS criterion and population growth","Category: Ehsaas Emergency Cash Transfer Program Category I (PMT 0-16.17), using PMT score"
"1366","Lakki Marwat","No Of Eligible Beneficiaries",39429,"Category 1","","indicator: Number of beneficiaries eligible for cash support","Category: Ehsaas Emergency Cash Transfer Program Category I (PMT 0-16.17), using PMT score"
"1367","Lakki Marwat","Amount Deposited In Accounts",473.148,"Category 1","(million Rs)","indicator: Amount (million Rs.) deposited in accounts","Category: Ehsaas Emergency Cash Transfer Program Category I (PMT 0-16.17), using PMT score"
"1368","Lakki Marwat","No Of Beneficiaries Paid",36962,"Category 1","","indicator: Number of beneficiaries paid","Category: Ehsaas Emergency Cash Transfer Program Category I (PMT 0-16.17), using PMT score"
"1369","Lakki Marwat","Amount Withdrawn",449.816,"Category 1","(million Rs)","indicator: Amount (million Rs.) withdrawn from accounts","Category: Ehsaas Emergency Cash Transfer Program Category I (PMT 0-16.17), using PMT score"
"1370","Lakki Marwat","Share Of Actual To Eligible Beneficiaries",93.7431839508991,"Category 1","(%)","indicator: Share Of Actual To Eligible Beneficiaries","Category: Ehsaas Emergency Cash Transfer Program Category I (PMT 0-16.17), using PMT score"
"1371","Lakki Marwat","Eligible Beneficiaries Relative To District Population",30.1656982447969,"Category 1","(%)","indicator: Eligible Beneficiaries Relative To District Population - adj for family size as per BISP/PASS criterion and population growth","Category: Ehsaas Emergency Cash Transfer Program Category I (PMT 0-16.17), using PMT score"
"1372","Lakki Marwat","Actual Beneficiaries Relative To District Population",28.2782859956931,"Category 1","(%)","indicator: Actual Beneficiaries Relative To District Population - adj for family size as per BISP/PASS criterion and population growth","Category: Ehsaas Emergency Cash Transfer Program Category I (PMT 0-16.17), using PMT score"
"1373","Larkana","No Of Eligible Beneficiaries",74344,"Category 1","","indicator: Number of beneficiaries eligible for cash support","Category: Ehsaas Emergency Cash Transfer Program Category I (PMT 0-16.17), using PMT score"
"1374","Larkana","Amount Deposited In Accounts",892.128,"Category 1","(million Rs)","indicator: Amount (million Rs.) deposited in accounts","Category: Ehsaas Emergency Cash Transfer Program Category I (PMT 0-16.17), using PMT score"
"1375","Larkana","No Of Beneficiaries Paid",70938,"Category 1","","indicator: Number of beneficiaries paid","Category: Ehsaas Emergency Cash Transfer Program Category I (PMT 0-16.17), using PMT score"
"1376","Larkana","Amount Withdrawn",865.517,"Category 1","(million Rs)","indicator: Amount (million Rs.) withdrawn from accounts","Category: Ehsaas Emergency Cash Transfer Program Category I (PMT 0-16.17), using PMT score"
"1377","Larkana","Share Of Actual To Eligible Beneficiaries",95.4185946411277,"Category 1","(%)","indicator: Share Of Actual To Eligible Beneficiaries","Category: Ehsaas Emergency Cash Transfer Program Category I (PMT 0-16.17), using PMT score"
"1378","Larkana","Eligible Beneficiaries Relative To District Population",21.7208503532101,"Category 1","(%)","indicator: Eligible Beneficiaries Relative To District Population - adj for family size as per BISP/PASS criterion and population growth","Category: Ehsaas Emergency Cash Transfer Program Category I (PMT 0-16.17), using PMT score"
"1379","Larkana","Actual Beneficiaries Relative To District Population",20.7257301511355,"Category 1","(%)","indicator: Actual Beneficiaries Relative To District Population - adj for family size as per BISP/PASS criterion and population growth","Category: Ehsaas Emergency Cash Transfer Program Category I (PMT 0-16.17), using PMT score"
"1380","Las Bela","No Of Eligible Beneficiaries",27176,"Category 1","","indicator: Number of beneficiaries eligible for cash support","Category: Ehsaas Emergency Cash Transfer Program Category I (PMT 0-16.17), using PMT score"
"1381","Las Bela","Amount Deposited In Accounts",326.112,"Category 1","(million Rs)","indicator: Amount (million Rs.) deposited in accounts","Category: Ehsaas Emergency Cash Transfer Program Category I (PMT 0-16.17), using PMT score"
"1382","Las Bela","No Of Beneficiaries Paid",24424,"Category 1","","indicator: Number of beneficiaries paid","Category: Ehsaas Emergency Cash Transfer Program Category I (PMT 0-16.17), using PMT score"
"1383","Las Bela","Amount Withdrawn",300.209,"Category 1","(million Rs)","indicator: Amount (million Rs.) withdrawn from accounts","Category: Ehsaas Emergency Cash Transfer Program Category I (PMT 0-16.17), using PMT score"
"1384","Las Bela","Share Of Actual To Eligible Beneficiaries",89.873417721519,"Category 1","(%)","indicator: Share Of Actual To Eligible Beneficiaries","Category: Ehsaas Emergency Cash Transfer Program Category I (PMT 0-16.17), using PMT score"
"1385","Las Bela","Eligible Beneficiaries Relative To District Population",22.5271889021882,"Category 1","(%)","indicator: Eligible Beneficiaries Relative To District Population - adj for family size as per BISP/PASS criterion and population growth","Category: Ehsaas Emergency Cash Transfer Program Category I (PMT 0-16.17), using PMT score"
"1386","Las Bela","Actual Beneficiaries Relative To District Population",20.2459545829793,"Category 1","(%)","indicator: Actual Beneficiaries Relative To District Population - adj for family size as per BISP/PASS criterion and population growth","Category: Ehsaas Emergency Cash Transfer Program Category I (PMT 0-16.17), using PMT score"
"1387","Layyah","No Of Eligible Beneficiaries",64727,"Category 1","","indicator: Number of beneficiaries eligible for cash support","Category: Ehsaas Emergency Cash Transfer Program Category I (PMT 0-16.17), using PMT score"
"1388","Layyah","Amount Deposited In Accounts",776.724,"Category 1","(million Rs)","indicator: Amount (million Rs.) deposited in accounts","Category: Ehsaas Emergency Cash Transfer Program Category I (PMT 0-16.17), using PMT score"
"1389","Layyah","No Of Beneficiaries Paid",62368,"Category 1","","indicator: Number of beneficiaries paid","Category: Ehsaas Emergency Cash Transfer Program Category I (PMT 0-16.17), using PMT score"
"1390","Layyah","Amount Withdrawn",770.044,"Category 1","(million Rs)","indicator: Amount (million Rs.) withdrawn from accounts","Category: Ehsaas Emergency Cash Transfer Program Category I (PMT 0-16.17), using PMT score"
"1391","Layyah","Share Of Actual To Eligible Beneficiaries",96.3554621718912,"Category 1","(%)","indicator: Share Of Actual To Eligible Beneficiaries","Category: Ehsaas Emergency Cash Transfer Program Category I (PMT 0-16.17), using PMT score"
"1392","Layyah","Eligible Beneficiaries Relative To District Population",17.5248175721191,"Category 1","(%)","indicator: Eligible Beneficiaries Relative To District Population - adj for family size as per BISP/PASS criterion and population growth","Category: Ehsaas Emergency Cash Transfer Program Category I (PMT 0-16.17), using PMT score"
